,4,5,Ave,BBI,Ct,Econ,Inns,Mat,Mdns,Overs,Player,Runs,SR,St,Wkts,team,year
13,0,0,0.0,0.0,3.0,12.00,1,8.0,0,1.0,BJ Rohrer,12,0.0,0.0,0,DD,2013
14,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,UBT Chand,0.0,0.0,0.0,0.0,DD,2013
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B Chipli,0.0,0.0,0.0,0.0,DD,2013
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,CM Gautam,0.0,0.0,0.0,0.0,DD,2013
17,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,KM Jadhav,0.0,0.0,2.0,0.0,DD,2013
18,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,DPMD Jayawardene,0.0,0.0,0.0,0.0,DD,2013
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,MC Juneja,0.0,0.0,0.0,0.0,DD,2013
20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,NV Ojha,0.0,0.0,0.0,0.0,DD,2013
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Y Venugopal Rao,0.0,0.0,0.0,0.0,DD,2013
22,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,DA Warner,0.0,0.0,0.0,0.0,DD,2013
0,2.0,0.0,15.90,4/13,,5.46,16.0,16.0,1.0,64.0,SP Narine,350.0,17.4,,22.0,KKR,2013
1,0.0,0.0,24.62,3/13,,7.43,15.0,16.0,1.0,53.0,JH Kallis,394.0,19.8,,16.0,KKR,2013
2,0.0,0.0,32.25,3/19,,7.74,13.0,13.0,1.0,50.0,L Balaji,387.0,25.0,,12.0,KKR,2013
3,0.0,0.0,30.18,2/23,,7.57,15.0,15.0,0.0,43.5,R Bhatia,332.0,23.9,,11.0,KKR,2013
4,0.0,0.0,23.22,2/26,,6.53,8.0,8.0,1.0,32.0,SMSM Senanayake,209.0,21.3,,9.0,KKR,2013
5,0.0,0.0,20.28,3/29,,7.53,5.0,5.0,0.0,18.5,Iqbal Abdulla,142.0,16.1,,7.0,KKR,2013
6,0.0,0.0,21.50,2/40,,7.16,3.0,3.0,0.0,12.0,B Lee,86.0,18.0,,4.0,KKR,2013
7,0.0,0.0,31.33,2/60,,13.42,2.0,2.0,0.0,7.0,R McLaren,94.0,14.0,,3.0,KKR,2013
8,0.0,0.0,18.00,1/18,,9.0,1.0,1.0,0.0,2.0,S Ladda,18.0,12.0,,1.0,KKR,2013
9,0.0,0.0,22.00,1/14,,7.33,2.0,4.0,0.0,3.0,LR Shukla,22.0,18.0,,1.0,KKR,2013
10,0.0,0.0,73.00,1/9,,8.11,5.0,16.0,0.0,9.0,YK Pathan,73.0,54.0,,1.0,KKR,2013
11,0.0,0.0,78.00,1/32,,8.66,3.0,3.0,0.0,9.0,Mohammed Shami,78.0,54.0,,1.0,KKR,2013
12,0.0,0.0,0.0,0.0,,8.5,1.0,2.0,0.0,2.0,S Narwal,17.0,0.0,,0.0,KKR,2013
13,0.0,0.0,0.0,0.0,,8.0,3.0,4.0,0.0,3.0,RN ten Doeschate,24.0,0.0,,0.0,KKR,2013
14,0.0,0.0,0.0,0.0,,12.75,2.0,2.0,0.0,4.0,PJ Sangwan,51.0,0.0,,0.0,KKR,2013
15,,,,,,,,,,,Records includes the following current or recent matches:,,,,,KKR,2013
16,,,,,,,,,,,"Sunrisers Hyderabad v Kolkata Knight Riders at Hyderabad (Deccan), Indian Premier League 72nd match, May 19, 2013
[Twenty20]",,,,,KKR,2013
17,,,,,,,,,,,"Kolkata Knight Riders v Pune Warriors at Ranchi, Indian Premier League 65th match, May 15, 2013
[Twenty20]",,,,,KKR,2013
18,,,,,,,,,,,"Kolkata Knight Riders v Royal Challengers Bangalore at Ranchi, Indian Premier League 60th match, May 12, 2013
[Twenty20]",,,,,KKR,2013
0,0,0,0.00,1/0,12.0,0.00,1,13.0,0,0.1,AC Gilchrist,0,1.0,0.0,1,KP,2013
1,0,0,21.00,1/21,0.0,5.25,1,1.0,0,4.0,Bipul Sharma,21,24.0,0.0,1,KP,2013
2,0,0,72.00,1/12,0.0,6.00,3,3.0,0,12.0,RJ Harris,72,72.0,0.0,1,KP,2013
3,0,0,0.0,0.0,0.0,6.25,1,1.0,0,4.0,AD Mascarenhas,25,0.0,0.0,0,KP,2013
4,0,0,32.00,1/11,0.0,6.40,2,2.0,0,5.0,BA Bhatt,32,30.0,0.0,1,KP,2013
5,0,0,31.08,2/10,1.0,6.62,15,15.0,3,56.2,P Kumar,373,28.1,0.0,12,KP,2013
6,0,0,38.00,2/20,1.0,7.16,16,16.0,0,58.2,PP Chawla,418,31.8,0.0,11,KP,2013
7,0,0,14.87,3/21,0.0,7.43,4,4.0,1,16.0,Sandeep Sharma,119,12.0,0.0,8,KP,2013
8,0,0,22.00,3/21,1.0,7.52,11,11.0,0,43.5,Azhar Mahmood,330,17.5,0.0,15,KP,2013
9,0,0,27.46,3/39,1.0,7.62,14,14.0,1,54.0,P Awana,412,21.6,0.0,15,KP,2013
10,0,0,17.40,3/24,1.0,7.67,3,3.0,0,11.2,Harmeet Singh,87,13.6,0.0,5,KP,2013
11,0,0,0.0,0.0,4.0,8.27,4,12.0,0,11.0,DJ Hussey,91,0.0,0.0,0,KP,2013
12,0,0,36.57,2/24,0.0,9.14,8,8.0,0,28.0,MS Gony,256,24.0,0.0,7,KP,2013
13,0,0,0.0,0.0,0.0,12.75,3,9.0,0,4.0,R Sathish,51,0.0,0.0,0,KP,2013
14,0,0,0.0,0.0,0.0,15.50,1,1.0,0,4.0,MG Neser,62,0.0,0.0,0,KP,2013
15,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,Gurkeerat Singh,0.0,0.0,1.0,0.0,KP,2013
16,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,Mandeep Singh,0.0,0.0,0.0,0.0,KP,2013
17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,SE Marsh,0.0,0.0,0.0,0.0,KP,2013
18,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,DA Miller,0.0,0.0,0.0,0.0,KP,2013
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,LA Pomersbach,0.0,0.0,0.0,0.0,KP,2013
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PC Valthaty,0.0,0.0,0.0,0.0,KP,2013
21,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,M Vohra,0.0,0.0,0.0,0.0,KP,2013
0,0,0,0.0,0.0,7.0,4.50,2,19.0,0,1.2,RG Sharma,6,0.0,0.0,0,MI,2013
1,0,0,0.0,0.0,0.0,5.50,1,1.0,0,4.0,JDP Oram,22,0.0,0.0,0,MI,2013
2,0,0,15.00,2/27,1.0,6.42,2,2.0,0,7.0,AN Ahmed,45,14.0,0.0,3,MI,2013
3,0,0,19.00,3/14,9.0,6.51,19,19.0,0,70.0,Harbhajan Singh,456,17.5,0.0,24,MI,2013
4,0,0,21.00,1/21,1.0,7.00,1,1.0,0,3.0,P Suyal,21,18.0,0.0,1,MI,2013
5,0,0,23.40,3/39,3.0,7.16,17,17.0,0,65.2,SL Malinga,468,19.6,0.0,20,MI,2013
6,0,0,19.12,3/27,7.0,7.17,17,17.0,0,64.0,MG Johnson,459,16.0,0.0,24,MI,2013
7,0,0,29.00,1/29,1.0,7.25,1,1.0,0,4.0,NM Coulter-Nile,29,24.0,0.0,1,MI,2013
8,0,0,54.50,1/6,3.0,7.26,5,6.0,1,15.0,R Dhawan,109,45.0,0.0,2,MI,2013
9,0,0,23.81,3/11,2.0,7.28,15,16.0,0,52.2,PP Ojha,381,19.6,0.0,16,MI,2013
10,0,0,18.87,3/19,0.0,8.08,6,6.0,0,18.4,DS Kulkarni,151,14.0,0.0,8,MI,2013
11,0,0,0.0,0.0,0.0,8.50,1,1.0,0,4.0,YS Chahal,34,0.0,0.0,0,MI,2013
12,0,0,45.66,3/29,0.0,9.13,4,4.0,0,15.0,MM Patel,137,30.0,0.0,3,MI,2013
13,0,0,29.20,2/6,12.0,9.41,14,18.0,0,31.0,KA Pollard,292,18.6,0.0,10,MI,2013
14,0,0,23.33,3/32,0.0,10.00,2,2.0,0,7.0,JJ Bumrah,70,14.0,0.0,3,MI,2013
15,0,0,0.0,0.0,1.0,11.50,2,3.0,0,2.0,GJ Maxwell,23,0.0,0.0,0,MI,2013
16,0,0,29.50,2/20,8.0,11.80,3,13.0,0,5.0,DR Smith,59,15.0,0.0,2,MI,2013
17,0.0,0.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,KD Karthik,0.0,0.0,2.0,0.0,MI,2013
18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,RT Ponting,0.0,0.0,0.0,0.0,MI,2013
19,0.0,0.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0,0.0,AT Rayudu,0.0,0.0,0.0,0.0,MI,2013
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,AP Tare,0.0,0.0,0.0,0.0,MI,2013
21,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,SR Tendulkar,0.0,0.0,0.0,0.0,MI,2013
0,0,0,0.0,0.0,2.0,5.00,1,2.0,0,1.0,RV Gomez,5,0.0,0.0,0,PW,2013
1,0,0,28.00,1/23,0.0,5.60,2,2.0,0,5.0,Parvez Rasool,28,30.0,0.0,1,PW,2013
2,0,0,39.00,1/15,0.0,6.50,3,3.0,0,12.0,BAW Mendis,78,36.0,0.0,2,PW,2013
3,0,0,28.53,3/18,2.0,6.50,16,16.0,2,57.0,B Kumar,371,26.3,0.0,13,PW,2013
4,0,0,31.22,2/16,2.0,6.85,11,11.0,0,41.0,R Sharma,281,27.3,0.0,9,PW,2013
5,0,0,25.33,2/27,1.0,6.90,10,13.0,0,22.0,Yuvraj Singh,152,22.0,0.0,6,PW,2013
6,0,0,29.50,1/15,1.0,7.37,3,11.0,0,8.0,AM Nayar,59,24.0,0.0,2,PW,2013
7,0,0,15.00,1/15,2.0,7.50,1,7.0,0,2.0,TL Suman,15,12.0,0.0,1,PW,2013
8,0,0,48.00,3/14,5.0,7.74,10,11.0,0,31.0,AD Mathews,240,37.2,0.0,5,PW,2013
9,0,0,34.00,1/34,1.0,8.50,1,2.0,0,4.0,MN Samuels,34,24.0,0.0,1,PW,2013
10,0,0,50.50,1/28,0.0,8.53,3,3.0,0,11.5,KW Richardson,101,35.5,0.0,2,PW,2013
11,0,0,22.83,3/27,1.0,9.23,4,4.0,0,14.5,WD Parnell,137,14.8,0.0,6,PW,2013
12,0,0,31.33,3/15,1.0,9.40,3,3.0,0,10.0,AG Murtaza,94,20.0,0.0,3,PW,2013
13,0,0,26.00,2/7,7.0,9.41,7,9.0,0,19.2,MR Marsh,182,16.5,0.0,7,PW,2013
14,0,0,29.06,3/31,3.0,9.48,13,13.0,0,49.0,AB Dinda,465,18.3,0.0,16,PW,2013
15,0,0,0.0,0.0,1.0,9.60,2,2.0,0,5.0,K Upadhyay,48,0.0,0.0,0,PW,2013
16,0,0,50.00,1/12,2.0,10.16,5,6.0,0,9.5,LJ Wright,100,29.5,0.0,2,PW,2013
17,0,0,49.00,1/11,2.0,12.25,3,14.0,0,4.0,AJ Finch,49,24.0,0.0,1,PW,2013
18,0,0,50.00,1/17,0.0,12.50,2,2.0,0,4.0,IC Pandey,50,24.0,0.0,1,PW,2013
19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,UA Birla,0.0,0.0,0.0,0.0,PW,2013
20,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,M Manhas,0.0,0.0,0.0,0.0,PW,2013
21,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,MK Pandey,0.0,0.0,0.0,0.0,PW,2013
22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,M Rawat,0.0,0.0,1.0,0.0,PW,2013
23,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,SPD Smith,0.0,0.0,0.0,0.0,PW,2013
24,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,LRPL Taylor,0.0,0.0,0.0,0.0,PW,2013
25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,RV Uthappa,0.0,0.0,0.0,0.0,PW,2013
0,0,0,20.07,3/31,4.0,6.92,10,10.0,4,37.4,R Rampaul,261,17.3,0.0,13,RCB,2013
1,0,0,31.55,2/24,4.0,7.28,11,11.0,0,39.0,M Kartik,284,26.0,0.0,9,RCB,2013
2,0,1,28.46,5/25,1.0,7.55,13,13.0,0,49.0,JD Unadkat,370,22.6,0.0,13,RCB,2013
3,0,0,59.00,1/18,1.0,7.69,6,6.0,0,23.0,M Muralitharan,177,46.0,0.0,3,RCB,2013
4,1,0,9.40,4/17,1.0,7.83,2,2.0,0,6.0,Z Khan,47,7.2,0.0,5,RCB,2013
5,0,0,21.43,3/18,8.0,8.19,16,16.0,0,60.1,R Vinay Kumar,493,15.6,0.0,23,RCB,2013
6,0,0,25.76,3/13,4.0,8.41,11,11.0,0,39.5,RP Singh,335,18.3,0.0,13,RCB,2013
7,0,0,17.00,1/17,0.0,8.50,1,1.0,0,2.0,AB McDonald,17,12.0,0.0,1,RCB,2013
8,0,0,26.42,2/14,5.0,8.74,8,10.0,0,21.1,MC Henriques,185,18.1,0.0,7,RCB,2013
9,0,0,30.33,2/15,0.0,9.10,4,4.0,0,10.0,J Syed Mohammad,91,20.0,0.0,3,RCB,2013
10,0,0,0.0,0.0,0.0,9.16,2,2.0,0,6.0,DT Christian,55,0.0,0.0,0,RCB,2013
11,0,0,37.00,1/37,0.0,9.25,1,1.0,0,4.0,A Mithun,37,24.0,0.0,1,RCB,2013
12,0,0,13.33,2/5,3.0,10.00,4,16.0,0,4.0,CH Gayle,40,8.0,0.0,3,RCB,2013
13,0,0,0.0,0.0,2.0,10.00,1,5.0,0,1.0,TM Dilshan,10,0.0,0.0,0,RCB,2013
14,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,MA Agarwal,0.0,0.0,0.0,0.0,RCB,2013
15,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,KB Arun Karthik,0.0,0.0,2.0,0.0,RCB,2013
16,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,AB de Villiers,0.0,0.0,0.0,0.0,RCB,2013
17,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,V Kohli,0.0,0.0,0.0,0.0,RCB,2013
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A Mukund,0.0,0.0,0.0,0.0,RCB,2013
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,KK Nair,0.0,0.0,0.0,0.0,RCB,2013
20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,CA Pujara,0.0,0.0,0.0,0.0,RCB,2013
21,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,KL Rahul,0.0,0.0,0.0,0.0,RCB,2013
22,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,SS Tiwary,0.0,0.0,0.0,0.0,RCB,2013
0,0,0,0.0,0.0,6.0,3.00,1,17.0,0,1.0,BJ Hodge,3,0.0,0.0,0,RR,2013
1,0,0,29.50,2/14,0.0,5.90,3,3.0,0,10.0,VS Malik,59,30.0,0.0,2,RR,2013
2,0,0,26.00,2/6,4.0,6.24,8,8.0,0,25.0,A Chandila,156,25.0,0.0,6,RR,2013
3,0,0,27.00,2/14,3.0,6.75,14,17.0,0,24.0,STR Binny,162,24.0,0.0,6,RR,2013
4,0,2,15.25,5/16,3.0,6.75,16,16.0,2,63.1,JP Faulkner,427,13.5,0.0,28,RR,2013
5,0,0,34.16,3/23,4.0,6.85,17,17.0,1,59.5,SK Trivedi,410,29.9,0.0,12,RR,2013
6,0,0,63.00,1/28,0.0,7.00,3,3.0,0,9.0,AA Chavan,63,54.0,0.0,1,RR,2013
7,0,0,22.92,3/22,6.0,7.15,13,16.0,0,41.4,SR Watson,298,19.2,0.0,13,RR,2013
8,0,0,32.60,2/20,0.0,7.52,7,7.0,2,21.4,S Sreesanth,163,26.0,0.0,5,RR,2013
9,0,0,88.00,1/38,0.0,8.00,3,3.0,0,11.0,PV Tambe,88,66.0,0.0,1,RR,2013
10,0,0,23.63,3/15,8.0,8.31,14,14.0,0,54.0,KK Cooper,449,17.0,0.0,19,RR,2013
11,0,0,0.0,0.0,0.0,8.50,1,1.0,0,4.0,S Badree,34,0.0,0.0,0,RR,2013
12,0,0,34.00,1/34,0.0,8.50,1,1.0,0,4.0,Harmeet Singh,34,24.0,0.0,1,RR,2013
13,0,0,0.0,0.0,0.0,9.30,1,1.0,0,3.2,GB Hogg,31,0.0,0.0,0,RR,2013
14,0,0,98.00,1/29,0.0,9.80,3,3.0,0,10.0,SW Tait,98,60.0,0.0,1,RR,2013
15,0,0,26.33,2/28,2.0,9.87,3,3.0,0,8.0,R Shukla,79,16.0,0.0,3,RR,2013
16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,R Dravid,0.0,0.0,0.0,0.0,RR,2013
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,AL Menaria,0.0,0.0,0.0,0.0,RR,2013
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,MDKJ Perera,0.0,0.0,0.0,0.0,RR,2013
19,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,AM Rahane,0.0,0.0,0.0,0.0,RR,2013
20,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,Sachin Baby,0.0,0.0,0.0,0.0,RR,2013
21,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,SV Samson,0.0,0.0,0.0,0.0,RR,2013
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,OA Shah,0.0,0.0,0.0,0.0,RR,2013
23,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,DH Yagnik,0.0,0.0,1.0,0.0,RR,2013
0,0,0,21.00,1/20,1.0,5.25,2,2.0,0,8.0,Anand Rajan,42,24.0,0.0,2,SRH,2013
1,0,0,20.21,3/11,3.0,5.66,17,17.0,3,67.5,DW Steyn,384,21.4,0.0,19,SRH,2013
2,0,0,38.00,1/5,4.0,6.33,5,17.0,0,6.0,GH Vihari,38,36.0,0.0,1,SRH,2013
3,1,0,18.76,4/19,2.0,6.35,17,17.0,1,62.0,A Mishra,394,17.7,0.0,21,SRH,2013
4,0,0,20.90,2/19,4.0,6.60,13,13.0,1,34.5,KV Sharma,230,19.0,0.0,11,SRH,2013
5,1,0,21.00,4/22,3.0,7.52,9,10.0,0,22.2,DJG Sammy,168,16.7,0.0,8,SRH,2013
6,0,0,31.06,3/27,6.0,7.81,16,16.0,2,59.4,I Sharma,466,23.8,0.0,15,SRH,2013
7,0,0,16.00,1/14,10.0,8.00,2,13.0,0,2.0,CL White,16,12.0,0.0,1,SRH,2013
8,0,0,25.15,3/20,5.0,8.01,16,16.0,0,59.4,NLTC Perera,478,18.8,0.0,19,SRH,2013
9,0,0,0.0,0.0,1.0,8.50,1,1.0,0,2.0,Ankit Sharma,17,0.0,0.0,0,SRH,2013
10,0,0,23.33,1/7,7.0,10.50,5,12.0,0,6.4,A Ashish Reddy,70,13.3,0.0,3,SRH,2013
11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,Q de Kock,0.0,0.0,1.0,0.0,SRH,2013
12,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,S Dhawan,0.0,0.0,0.0,0.0,SRH,2013
13,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,PA Patel,0.0,0.0,3.0,0.0,SRH,2013
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,DB Ravi Teja,0.0,0.0,0.0,0.0,SRH,2013
15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,PA Reddy,0.0,0.0,0.0,0.0,SRH,2013
16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,BB Samantray,0.0,0.0,0.0,0.0,SRH,2013
17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,KC Sangakkara,0.0,0.0,0.0,0.0,SRH,2013
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,X Thalaivan Sargunam,0.0,0.0,0.0,0.0,SRH,2013
0,0,0,48.50,1/19,0.0,6.92,4,4.0,0,14.0,S Badree,97,42.0,0.0,2,CSK,2014
1,0,0,27.31,3/30,1.0,7.30,16,16.0,1,59.5,R Ashwin,437,22.4,0.0,16,CSK,2014
2,0,0,134.00,1/17,12.0,7.44,8,16.0,0,18.0,SK Raina,134,108.0,0.0,1,CSK,2014
3,0,0,53.00,2/23,4.0,7.57,12,13.0,2,42.0,IC Pandey,318,42.0,0.0,6,CSK,2014
4,2,0,23.31,4/12,4.0,8.15,16,16.0,0,54.2,RA Jadeja,443,17.1,0.0,19,CSK,2014
5,1,0,19.65,4/14,3.0,8.39,16,16.0,0,53.5,MM Sharma,452,14.0,0.0,23,CSK,2014
6,0,0,30.75,2/32,1.0,8.78,8,8.0,0,28.0,BW Hilfenhaus,246,21.0,0.0,8,CSK,2014
7,0,0,17.75,3/33,0.0,9.46,4,4.0,0,15.0,A Nehra,142,11.2,0.0,8,CSK,2014
8,0,0,23.75,1/11,5.0,9.50,5,16.0,0,10.0,DR Smith,95,15.0,0.0,4,CSK,2014
9,0,0,29.00,1/29,0.0,9.66,1,1.0,0,3.0,JW Hastings,29,18.0,0.0,1,CSK,2014
10,0,0,0.0,0.0,1.0,10.71,2,2.0,0,7.0,P Negi,75,0.0,0.0,0,CSK,2014
11,0,0,19.00,2/38,1.0,13.41,1,5.0,0,2.5,DJ Hussey,38,8.5,0.0,2,CSK,2014
12,0,0,0.0,0.0,0.0,19.00,1,1.0,0,1.0,V Shankar,19,0.0,0.0,0,CSK,2014
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DJ Bravo,0.0,0.0,0.0,0.0,CSK,2014
14,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,MS Dhoni,0.0,0.0,1.0,0.0,CSK,2014
15,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,F du Plessis,0.0,0.0,0.0,0.0,CSK,2014
16,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,BB McCullum,0.0,0.0,0.0,0.0,CSK,2014
17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,M Manhas,0.0,0.0,0.0,0.0,CSK,2014
0,0,0,13.50,2/27,0.0,6.75,1,2.0,0,4.0,NM Coulter-Nile,27,12.0,0.0,2,DD,2014
1,0,0,80.00,2/27,2.0,7.27,11,14.0,0,33.0,JP Duminy,240,66.0,0.0,3,DD,2014
2,0,0,37.16,2/21,2.0,7.39,8,8.0,0,30.1,WD Parnell,223,30.1,0.0,6,DD,2014
3,0,0,38.87,2/35,0.0,8.18,11,11.0,0,38.0,S Nadeem,311,28.5,0.0,8,DD,2014
4,0,0,19.00,3/22,0.0,8.20,6,6.0,0,20.5,Imran Tahir,171,13.8,0.0,9,DD,2014
5,0,0,52.71,1/22,0.0,8.38,12,12.0,0,44.0,Mohammed Shami,369,37.7,0.0,7,DD,2014
6,0,0,30.00,3/32,0.0,8.66,9,9.0,0,31.1,JD Unadkat,270,20.7,0.0,9,DD,2014
7,0,0,83.00,1/31,1.0,8.89,5,5.0,0,9.2,LR Shukla,83,56.0,0.0,1,DD,2014
8,0,0,63.00,1/5,0.0,9.69,5,5.0,0,13.0,S Kaul,126,39.0,0.0,2,DD,2014
9,0,0,91.00,1/29,0.0,10.11,4,4.0,0,9.0,JDS Neesham,91,54.0,0.0,1,DD,2014
10,0,0,65.00,1/33,0.0,10.83,2,2.0,0,6.0,R Sharma,65,36.0,0.0,1,DD,2014
11,0,0,49.00,1/13,1.0,10.88,3,3.0,0,9.0,R Shukla,98,27.0,0.0,2,DD,2014
12,0,0,0.0,0.0,8.0,13.00,1,11.0,0,1.0,M Vijay,13,0.0,0.0,0,DD,2014
13,0,0,0.0,0.0,1.0,14.00,1,8.0,0,2.0,MK Tiwary,28,0.0,0.0,0,DD,2014
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,MA Agarwal,0.0,0.0,0.0,0.0,DD,2014
15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,Q de Kock,0.0,0.0,0.0,0.0,DD,2014
16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,KM Jadhav,0.0,0.0,0.0,0.0,DD,2014
17,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,KD Karthik,0.0,0.0,2.0,0.0,DD,2014
18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,KP Pietersen,0.0,0.0,0.0,0.0,DD,2014
19,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,LRPL Taylor,0.0,0.0,0.0,0.0,DD,2014
0,2.0,0.0,19.38,4/20,,6.35,16.0,16.0,0.0,64.0,SP Narine,407.0,18.2,,21.0,KKR,2014
1,0.0,0.0,21.64,3/19,,7.67,11.0,11.0,0.0,39.3,PP Chawla,303.0,16.9,,14.0,KKR,2014
2,0.0,0.0,30.58,2/20,,7.64,12.0,12.0,1.0,48.0,M Morkel,367.0,24.0,,12.0,KKR,2014
3,0.0,0.0,30.36,2/22,,6.68,13.0,13.0,1.0,50.0,Shakib Al Hasan,334.0,27.2,,11.0,KKR,2014
4,0.0,0.0,33.36,3/13,,8.15,12.0,12.0,0.0,45.0,UT Yadav,367.0,24.5,,11.0,KKR,2014
5,0.0,0.0,40.14,2/26,,8.78,9.0,9.0,0.0,32.0,R Vinay Kumar,281.0,27.4,,7.0,KKR,2014
6,0.0,0.0,46.50,1/15,,8.45,8.0,8.0,0.0,22.0,JH Kallis,186.0,33.0,,4.0,KKR,2014
7,0.0,0.0,29.00,1/29,,7.25,1.0,1.0,1.0,4.0,PJ Cummins,29.0,24.0,,1.0,KKR,2014
8,0.0,0.0,35.00,1/7,,7.0,4.0,10.0,0.0,5.0,RN ten Doeschate,35.0,30.0,,1.0,KKR,2014
9,0.0,0.0,52.00,1/25,,10.4,2.0,2.0,0.0,5.0,AD Russell,52.0,30.0,,1.0,KKR,2014
10,0.0,0.0,0.0,0.0,,8.0,1.0,16.0,0.0,1.0,SA Yadav,8.0,0.0,,0.0,KKR,2014
11,0.0,0.0,0.0,0.0,,10.0,1.0,15.0,0.0,1.0,YK Pathan,10.0,0.0,,0.0,KKR,2014
12,,,,,,,,,,,Records includes the following current or recent matches:,,,,,KKR,2014
